sum,retained,features,relative
3424,468,PEQD_Chelonia_mydas_IUCN,0.1366822429906542
1905,256,PNEC_Chelonia_mydas_IUCN,0.13438320209973753
125,10,CCAL_Chelonia_mydas_IUCN,0.08
48,6,CHIL_Chelonia_mydas_IUCN,0.125
624,38,WARM_Dermochelys_coriacea_IUCN,0.060897435897435896
2460,275,NPSW_Dermochelys_coriacea_IUCN,0.11178861788617886
1074,79,No-Category_Dermochelys_coriacea_IUCN,0.07355679702048418
214,7,KURO_Dermochelys_coriacea_IUCN,0.03271028037383177
478,7,PSAW_Dermochelys_coriacea_IUCN,0.014644351464435146
315,20,TASM_Dermochelys_coriacea_IUCN,0.06349206349206349
2440,240,NPPF_Dermochelys_coriacea_IUCN,0.09836065573770492
167,3,ARCH_Dermochelys_coriacea_IUCN,0.017964071856287425
108,0,SSTC_Dermochelys_coriacea_IUCN,0
5300,321,SPSG_Dermochelys_coriacea_IUCN,0.06056603773584906
624,30,PSAE_Dermochelys_coriacea_IUCN,0.04807692307692308
2605,289,NPTG_Dermochelys_coriacea_IUCN,0.1109404990403071
2643,357,PEQD_Dermochelys_coriacea_IUCN,0.13507377979568672
1478,201,PNEC_Dermochelys_coriacea_IUCN,0.13599458728010824
166,22,CCAL_Dermochelys_coriacea_IUCN,0.13253012048192772
67,10,CHIL_Dermochelys_coriacea_IUCN,0.14925373134328357
624,38,WARM_Eretmochelys_imbricata_IUCN,0.060897435897435896
2460,275,NPSW_Eretmochelys_imbricata_IUCN,0.11178861788617886
1577,101,No-Category_Eretmochelys_imbricata_IUCN,0.06404565630944832
214,7,KURO_Eretmochelys_imbricata_IUCN,0.03271028037383177
478,7,PSAW_Eretmochelys_imbricata_IUCN,0.014644351464435146
1739,46,SSTC_Eretmochelys_imbricata_IUCN,0.02645198389879241
320,21,TASM_Eretmochelys_imbricata_IUCN,0.065625
800,70,SANT_Eretmochelys_imbricata_IUCN,0.0875
2440,240,NPPF_Eretmochelys_imbricata_IUCN,0.09836065573770492
167,3,ARCH_Eretmochelys_imbricata_IUCN,0.017964071856287425
6952,572,SPSG_Eretmochelys_imbricata_IUCN,0.08227848101265822
624,30,PSAE_Eretmochelys_imbricata_IUCN,0.04807692307692308
3834,290,NPTG_Eretmochelys_imbricata_IUCN,0.07563901930099114
3424,468,PEQD_Eretmochelys_imbricata_IUCN,0.1366822429906542
1905,256,PNEC_Eretmochelys_imbricata_IUCN,0.13438320209973753
212,31,CCAL_Eretmochelys_imbricata_IUCN,0.14622641509433962
82,12,CHIL_Eretmochelys_imbricata_IUCN,0.14634146341463414
365,19,WARM_Lepidochelys_olivacea_IUCN,0.052054794520547946
346,16,NPSW_Lepidochelys_olivacea_IUCN,0.046242774566473986
203,13,No-Category_Lepidochelys_olivacea_IUCN,0.06403940886699508
214,17,TASM_Lepidochelys_olivacea_IUCN,0.0794392523364486
82,2,ARCH_Lepidochelys_olivacea_IUCN,0.024390243902439025
105,17,CCAL_Lepidochelys_olivacea_IUCN,0.1619047619047619
2,1,NPTG_Lepidochelys_olivacea_IUCN,0.5
1500,206,PEQD_Lepidochelys_olivacea_IUCN,0.13733333333333334
458,46,SPSG_Lepidochelys_olivacea_IUCN,0.10043668122270742
441,50,PNEC_Lepidochelys_olivacea_IUCN,0.11337868480725624
48,6,CHIL_Lepidochelys_olivacea_IUCN,0.125
