province,prov_descr
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
No-Category,No-Category
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
No-Category,No-Category
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
No-Category,No-Category
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
No-Category,No-Category
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
No-Category,No-Category
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
SSTC,Westerlies - S. Subtropical Convergence Province
SSTC,Westerlies - S. Subtropical Convergence Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
No-Category,No-Category
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
No-Category,No-Category
SSTC,Westerlies - S. Subtropical Convergence Province
No-Category,No-Category
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
TASM,Westerlies - Tasman Sea Province
ARCH,Trades - Archipelagic Deep Basins Province
ARCH,Trades - Archipelagic Deep Basins Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
WARM,Trades - W. Pacific Warm Pool Province
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
NPSW,Westerlies - N. Pacific Subtropical Gyre Province (West)
No-Category,No-Category
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
NPPF,Westerlies - N. Pacific Polar Front Province
No-Category,No-Category
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
PSAW,Westerlies - Pacific Subarctic Gyres Province (West)
